Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Feess, E; Schildberg-Hörisch, H; Schramm, M; Wohlschlegel, A",,,,"Feess, Eberhard; Schildberg-Hoerisch, Hannah; Schramm, Markus; Wohlschlegel, Ansgar",,,The impact of fine size and uncertainty on punishment and deterrence: Theory and evidence from the laboratory,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,,English,Article,,,,,,Deterrence; Punishment; Uncertainty; Blackstone ratio; Partial and equilibrium effects; Laboratory experiment,CRIME; ENFORCEMENT; DEMAND,"Increasing punishment is typically considered first choice to boost deterrence of unwarranted behavior such as false financial statements, asset misappropriation, stealing, or corruption. However, if there is uncertainty on a potential violator's guilt, judges' and juries' willingness to impose punishment may decrease in its magnitude. Thus, increasing the magnitude of punishment may backfire, when the reduced punishment probability is anticipated by potential violators. Based on a theoretical model, our paper is the first to analyze the interdependency of violation and punishment behavior in a laboratory experiment, and to contrast it to the standard partial equilibrium perspective on deterrence that considers the punishment probability to be independent of the fine size. Varying both the magnitude of fines and the degree of uncertainty shows that, in case of legal uncertainty, the deterrent effect of higher fines is far less pronounced than if the punishment probability was exogenous. (C) 2018 Elsevier B.V. All rights reserved.","[Feess, Eberhard] Victoria Univ Wellington, Wellington, New Zealand; [Schildberg-Hoerisch, Hannah] Univ Dusseldorf, DICE, Dusseldorf, Germany; [Schildberg-Hoerisch, Hannah] IZA, Bonn, Germany; [Schramm, Markus] Rhein Westfal TH Aachen, Aachen, Germany; [Wohlschlegel, Ansgar] Portsmouth Business Sch, Portsmouth, Hants, England",Victoria University Wellington; Heinrich Heine University Dusseldorf; IZA Institute Labor Economics; RWTH Aachen University; University of Portsmouth,"Schildberg-Hörisch, H (通讯作者)，Univ Dusseldorf, DICE, Dusseldorf, Germany.;Schildberg-Hörisch, H (通讯作者)，IZA, Bonn, Germany.",schildberg-hoerisch@dice.hhu.de,,"Wohlschlegel, Ansgar/0000-0001-7620-2539",German Research Foundation (DFG) [SFB-TR 15]; Portsmouth Business School's Research Project Funds,German Research Foundation (DFG)(German Research Foundation (DFG)); Portsmouth Business School's Research Project Funds,Financial support from the German Research Foundation (DFG) through SFB-TR 15 and by the Portsmouth Business School's Research Project Funds is gratefully acknowledged and did not influence study design or analysis of results.,,45,17,19,3,29,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-2681,1879-1751,,J ECON BEHAV ORGAN,J. Econ. Behav. Organ.,MAY,2018,149,,,,,,58,73,,10.1016/j.jebo.2018.02.021,http://dx.doi.org/10.1016/j.jebo.2018.02.021,,,16,Economics,Social Science Citation Index (SSCI),Business & Economics,GM8LT,,Green Submitted,,,2024-03-26,WOS:000438480800004,View Full Record in Web of Science
J,"Felli, L; Harris, C",,,,"Felli, Leonardo; Harris, Christopher",,,Firm-specific training,JOURNAL OF ECONOMIC THEORY,,,English,Article,,,,,,Specific human capital; Training; Learning-by-doing; Turnover; Productivity enhancement; Employee evaluation,,"This paper investigates the market provision of firm-specific training, and identifies the inefficiencies associated with it. Within a general stochastic learning-by-doing model, there is a potential inefficiency in the market provision of firm-specific training. In order to determine whether this inefficiency is in fact present, we analyze two special cases of the model: the accelerated productivity-enhancement model and the accelerated learning model. In both models, the inefficiency is indeed present. However, the nature of the inefficiency depends on the balance between the two key components of training, namely productivity enhancement and employee evaluation. In the accelerated productivity-enhancement model, training results in an increase in productivity enhancement but no change in employee evaluation, and training is overprovided by the market. In the accelerated learning model, training results in a proportionate increase in both productivity enhancement and employee evaluation, and training is underprovided by the market. In both cases, turnover is inefficiently low. (C) 2018 Elsevier Inc. All rights reserved.","[Felli, Leonardo] London Sch Econ, London, England; [Harris, Christopher] Univ Cambridge, Fac Econ, Cambridge, England",University of London; London School Economics & Political Science; University of Cambridge,"Felli, L (通讯作者)，London Sch Econ, London, England.",lfelli@econ.lse.ac.uk,,"Harris, Christopher/0000-0001-6202-994X",British Academy,British Academy,"We are grateful to Steve Nickell for encouraging us to think about training and to the editors of the journal, Xavier Vives and Alessandro Pavan, an associate editor and a referee for their insightful comments. We thank Heski Bar-Isaac, Chris Pissarides, Steve Pischke, Yona Rubinstein and Yoram Weiss for very useful discussions and Malte Loos for research assistance. Leonardo Felli would like to thank the Department of Economics of the Stern School of Business at NYU for their generous hospitality. Christopher Harris would like to thank the British Academy for their generous support, and the Institute for Advanced Studies, Princeton for their generous hospitality.",,13,2,3,2,17,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0022-0531,1095-7235,,J ECON THEORY,J. Econ. Theory,MAY,2018,175,,,,,,585,623,,10.1016/j.jet.2018.01.010,http://dx.doi.org/10.1016/j.jet.2018.01.010,,,39,Economics,Social Science Citation Index (SSCI),Business & Economics,GG1CM,,"Green Accepted, Green Published",,,2024-03-26,WOS:000432416900020,View Full Record in Web of Science
J,"Fenwick, E; Martin, AA; Schroeder, M; Vetrini, D; Mealing, S; Risebrough, N; Solanke, O; Ismaila, A",,,,"Fenwick, E.; Martin, A. A.; Schroeder, M.; Vetrini, D.; Mealing, S.; Risebrough, N.; Solanke, O.; Ismaila, A.",,,COST-EFFECTIVENESS OF A SINGLE INHALER TRIPLE THERAPY VS A DUAL INHALED CORTICOSTEROID PLUS LONG-ACTING BETA AGONIST (ICS/LABA) FOR PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD) IN THE UNITED KINGDOM (UK),VALUE IN HEALTH,,,English,Meeting Abstract,,,,,,,,,"[Fenwick, E.; Vetrini, D.; Mealing, S.; Solanke, O.] ICON plc, ICON Hlth Econ, Abingdon, Oxon, England; [Martin, A. A.] GSK, Uxbridge, Middx, England; [Schroeder, M.] GSK, Brentford, England; [Risebrough, N.] ICON Plc, ICON Hlth Econ, Toronto, ON, Canada; [Ismaila, A.] GSK, Res Triangle Pk, NC USA",ICON plc; GlaxoSmithKline; GlaxoSmithKline; ICON plc; GlaxoSmithKline,,,,,GSK [HO1613835],GSK(GlaxoSmithKline),GSK (HO1613835),,0,0,0,0,4,ELSEVIER SCIENCE INC,NEW YORK,"360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA",1098-3015,1524-4733,,VALUE HEALTH,Value Health,MAY,2018,21,,,1,,PRS27,S234,S234,,10.1016/j.jval.2018.04.1590,http://dx.doi.org/10.1016/j.jval.2018.04.1590,,,1,Economics; Health Care Sciences & Services; Health Policy & Services,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Health Care Sciences & Services,GN0DO,,hybrid,,,2024-03-26,WOS:000438630000642,View Full Record in Web of Science
J,"Fernandez, MM; Khan, S; Mordin, M; Copley-Merriman, C; McBride, D",,,,"Fernandez, M. M.; Khan, S.; Mordin, M.; Copley-Merriman, C.; McBride, D.",,,COMPARING LITERATURE REVIEW REQUIREMENTS FOR REIMBURSEMENT SUBMISSIONS ACROSS THE GLOBE,VALUE IN HEALTH,,,English,Meeting Abstract,,,,,,,,,"[Fernandez, M. M.] RTI Hlth Solut, Res Triangle Pk, NC USA; [Khan, S.] RTI Hlth Solut, Durham, NC USA; [Mordin, M.; Copley-Merriman, C.] RTI Hlth Solut, Ann Arbor, MI USA; [McBride, D.] RTI Hlth Solut, Manchester, Lancs, England",Research Triangle Institute; Research Triangle Institute; Research Triangle Institute; Research Triangle Institute,,,,"Copley-Merriman, Catherine/0000-0002-8032-7219",,,,,0,0,0,0,0,ELSEVIER SCIENCE INC,NEW YORK,"360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA",1098-3015,1524-4733,,VALUE HEALTH,Value Health,MAY,2018,21,,,1,,PHP138,S108,S108,,10.1016/j.jval.2018.04.732,http://dx.doi.org/10.1016/j.jval.2018.04.732,,,1,Economics; Health Care Sciences & Services; Health Policy & Services,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Health Care Sciences & Services,GM0KQ,,hybrid,,,2024-03-26,WOS:000437739100585,View Full Record in Web of Science
J,"Finch, AP; Brazier, JE; Mukuria, C",,,,"Finch, Aureliano Paolo; Brazier, John Edward; Mukuria, Clara",,,What is the evidence for the performance of generic preference-based measures? A systematic overview of reviews,EUROPEAN JOURNAL OF HEALTH ECONOMICS,,,English,Article,,,,,,Preference based measures; Psychometric properties; Quality of life; Review,QUALITY-OF-LIFE; SPINAL-CORD-INJURY; PSYCHOMETRIC PROPERTIES; HEALTH; EQ-5D; ADULTS; INSTRUMENTS; UTILITIES; PEOPLE; SF-6D,"To assess the evidence on the validity and responsiveness of five commonly used preference-based instruments, the EQ-5D, SF-6D, HUI3, 15D and AQoL, by undertaking a review of reviews. Four databases were investigated using a strategy refined through a highly sensitive filter for systematic reviews. References were screened and a search for grey literature was performed. Identified citations were scrutinized against pre-defined eligibility criteria and data were extracted using a customized extraction template. Evidence on known group validity, convergent validity and responsiveness was extracted and reviewed by narrative synthesis. Quality of the included reviews was assessed using a modified version of the AMSTAR checklist. Thirty reviews were included, sixteen of which were of excellent or good quality. The body of evidence, covering more than 180 studies, was heavily skewed towards EQ-5D, with significantly fewer studies investigating HUI3 and SF-6D, and very few the 15D and AQoL. There was also lack of head-to-head comparisons between GPBMs and the tests reported by the reviews were often weak. Where there was evidence, EQ-5D, SF-6D, HUI3, 15D and AQoL seemed generally valid and responsive instruments, although not for all conditions. Evidence was not consistently reported across reviews. Although generally valid, EQ-5D, SF-6D and HUI3 suffer from some problems and perform inconsistently in some populations. The lack of head-to-head comparisons and the poor reporting impedes the comparative assessment of the performance of GPBMs. This highlights the need for large comparative studies designed to test instruments' performance.","[Finch, Aureliano Paolo; Brazier, John Edward; Mukuria, Clara] Univ Sheffield, Sch Hlth & Related Res, Hlth Econ & Decis Sci, 1 Mappin St, Sheffield S1 4DT, S Yorkshire, England",University of Sheffield,"Finch, AP (通讯作者)，Univ Sheffield, Sch Hlth & Related Res, Hlth Econ & Decis Sci, 1 Mappin St, Sheffield S1 4DT, S Yorkshire, England.",APFinch1@sheffield.ac.uk,"Finch, Aureliano/AAU-5885-2021; brazier, john e/B-1936-2008","Brazier, John/0000-0001-8645-4780",,,,,48,69,72,0,1,SPRINGER,NEW YORK,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",1618-7598,1618-7601,,EUR J HEALTH ECON,Eur. J. Health Econ.,MAY,2018,19,4,,,,,557,570,,10.1007/s10198-017-0902-x,http://dx.doi.org/10.1007/s10198-017-0902-x,,,14,Economics; Health Policy & Services,Social Science Citation Index (SSCI),Business & Economics; Health Care Sciences & Services,GD7TQ,28560520,"Green Published, hybrid",,,2024-03-26,WOS:000430716100007,View Full Record in Web of Science
J,"Finocchiaro, D; Rastelletti, I; De-Almeida, J; Lloyd, S; Gupta, P",,,,"Finocchiaro, D.; Rastelletti, I; De-Almeida, J.; Lloyd, S.; Gupta, P.",,,A SYSTEMATIC REVIEW OF THE EPIDEMIOLOGY OF ALPHA-MANNOSIDOSIS,VALUE IN HEALTH,,,English,Meeting Abstract,,,,,,,,,"[Finocchiaro, D.; Rastelletti, I] Chiesi Farmacut Spa, Parma, Italy; [De-Almeida, J.; Lloyd, S.] Chiesi Ltd, Manchester, Lancs, England; [Gupta, P.] DRG Abacus, Gurgaon, India",Chiesi Pharmaceuticals Inc,,,,,,,,,0,1,1,0,1,ELSEVIER SCIENCE INC,NEW YORK,"360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA",1098-3015,1524-4733,,VALUE HEALTH,Value Health,MAY,2018,21,,,1,,PSY26,S249,S249,,10.1016/j.jval.2018.04.1684,http://dx.doi.org/10.1016/j.jval.2018.04.1684,,,1,Economics; Health Care Sciences & Services; Health Policy & Services,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Health Care Sciences & Services,GN0DO,,hybrid,,,2024-03-26,WOS:000438630000720,View Full Record in Web of Science
J,"Fisher, M; Guy, H; Walder, L",,,,"Fisher, M.; Guy, H.; Walder, L.",,,COST-EFFECTIVENESS OF NIRAPARIB VERSUS ROUTINE SURVEILLANCE AND OLAPARIB FOR THE MAINTENANCE TREATMENT OF ADULT PATIENTS WITH OVARIAN CANCER IN THE UNITED STATES,VALUE IN HEALTH,,,English,Meeting Abstract,,,,,,,,,"[Fisher, M.; Guy, H.; Walder, L.] FIECON, St Albans, England",,,,,,,,,,0,0,0,0,2,ELSEVIER SCIENCE INC,NEW YORK,"360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA",1098-3015,1524-4733,,VALUE HEALTH,Value Health,MAY,2018,21,,,1,,PCN127,S32,S32,,10.1016/j.jval.2018.04.204,http://dx.doi.org/10.1016/j.jval.2018.04.204,,,1,Economics; Health Care Sciences & Services; Health Policy & Services,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Health Care Sciences & Services,GM0KQ,,hybrid,,,2024-03-26,WOS:000437739100168,View Full Record in Web of Science
C,"Fleche, S; Lepinteur, A; Powdthavee, N",,,,"Fleche, Sarah; Lepinteur, Anthony; Powdthavee, Nattavudh",,,Gender Norms and Relative Working Hours: Why Do Women Suffer More Than Men from Working Longer Hours Than Their Partners?,AEA PAPERS AND PROCEEDINGS,,,English,Proceedings Paper,130th Annual Meeting of the American-Economic-Association (AEA),"JAN 05-07, 2018","Philadelphia, PA",Amer Econ Assoc,,,LABOR-MARKET; GAP; CONVERGENCE; OUTCOMES; CAREER,,"[Fleche, Sarah] Aix Marseille Univ, CNRS, RIESS, Cent Marseille,Aix Marseille Sch Econ, Marseille, France; [Fleche, Sarah] London Sch Econ, CEP, London, England; [Lepinteur, Anthony] Univ Luxembourg, Maison Sci Humaines, L-4360 Esch Sur Alzette, Luxembourg; [Powdthavee, Nattavudh] Warwick Business Sch, Scarman Rd, Coventry CV4 7AL, W Midlands, England",Centre National de la Recherche Scientifique (CNRS); Aix-Marseille Universite; University of London; London School Economics & Political Science; University of Luxembourg; University of Warwick,"Fleche, S (通讯作者)，Aix Marseille Univ, CNRS, RIESS, Cent Marseille,Aix Marseille Sch Econ, Marseille, France.;Fleche, S (通讯作者)，London Sch Econ, CEP, London, England.",sarah.fleche@univ-amu.fr,"LEPINTEUR, Anthony/GZH-0314-2022; Powdthavee, Nattavudh/K-7230-2019","FLECHE, Sarah/0000-0001-8927-075X; Lepinteur, Anthony/0000-0002-5929-8628",John Templeton Foundation; What Works Centre for Wellbeing; ESRC [ES/M010341/1] Funding Source: UKRI,John Templeton Foundation; What Works Centre for Wellbeing; ESRC(UK Research & Innovation (UKRI)Economic & Social Research Council (ESRC)),Support from the John Templeton Foundation and the What Works Centre for Wellbeing is gratefully acknowledged.,,23,8,10,0,8,AMER ECONOMIC ASSOC,NASHVILLE,"2014 BROADWAY, STE 305, NASHVILLE, TN 37203 USA",2574-0768,2574-0776,,AEA PAP P,AEA Pap. Proc.,MAY,2018,108,,,,,,163,168,,10.1257/pandp.20181098,http://dx.doi.org/10.1257/pandp.20181098,,,6,Economics,Conference Proceedings Citation Index - Science (CPCI-S),Business & Economics,GI6GW,,Green Submitted,,,2024-03-26,WOS:000434468600031,View Full Record in Web of Science
J,"Fouquet, R",,,,"Fouquet, Roger",,,Consumer Surplus from Energy Transitions,ENERGY JOURNAL,,,English,Article,,,,,,Energy demand; Energy transition; Technological change; Consumer surplus,LONG-RUN TRENDS; BENEFIT TRANSFER; DEMAND; PRICE; ELASTICITIES; WILLINGNESS; TRANSFERS; SERVICES; INCOME; STATE,"Energy transitions have led to major advances in human wellbeing. However, little evidence exists about the scale of the net benefits. By developing a new method for identifying the demand curve, this paper estimates the consumer surplus associated with heating, transport and lighting over more than two hundred years and identifies the gains from key energy transitions. For certain energy transitions, the increase was dramatic, reflecting the transformations in society and lifestyles that mobility and illumination provided in the nineteenth and twentieth centuries. Yet, the net benefits related to heating technologies only rose modestly. Finally, due to saturation effects of the demand for energy services, future technological developments and energy transitions may benefit consumers ( though not necessarily society as a whole) less than those in the past.","[Fouquet, Roger] London Sch Econ & Polit Sci LSE, Grantham Res Inst Climate Change & Environment, Houghton St, London WC2A 2AE, England",University of London; London School Economics & Political Science,"Fouquet, R (通讯作者)，London Sch Econ & Polit Sci LSE, Grantham Res Inst Climate Change & Environment, Houghton St, London WC2A 2AE, England.",r.fouquet@lse.ac.uk,,"Fouquet, Roger/0000-0003-4732-0821",ESRC; Grantham Foundation,ESRC(UK Research & Innovation (UKRI)Economic & Social Research Council (ESRC)); Grantham Foundation,"I would like to thank Elizabeth Baldwin, Eric Beinhocker, Alex Bowen, Rafael Calel, Mona Chitnis, Antoine Dechezlepretre, Simon Dietz, Dave Donaldson, Doyne Farmer, Eli Fenichel, Meredith Fowlie, Tim Foxon, Ken Gillingham, Michael Greenstone, Jim Hammitt, David Hendry, Cameron Hepburn, Jonathan Hersh, Daniel Heyen, Matt Kotchen, Ralf Martin, Kyle Meng, Tanya OGarra, Peter Pearson, Carlota Perez, Robert Pindyck, Neil Rickman, Lutz Sager, Gregor Semieniuk, Steve Sorrell, Richard Tol, Frederick van der Ploeg, Dirk Jan van de Ven, Catherine Wolfram and Dimitri Zenghelis for their comments and discussions. Naturally, the usual disclaimer applies. Support for this research from the ESRC and the Grantham Foundation is gratefully acknowledged.",,56,7,7,1,14,INT ASSOC ENERGY ECONOMICS,CLEVELAND,"28790 CHAGRIN BLVD, STE 210, CLEVELAND, OH 44122 USA",0195-6574,1944-9089,,ENERG J,Energy J.,MAY,2018,39,3,,,,,167,188,,10.5547/01956574.39.3.rfou,http://dx.doi.org/10.5547/01956574.39.3.rfou,,,22,Economics; Energy & Fuels; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Energy & Fuels; Environmental Sciences & Ecology,GE7EG,,"Green Submitted, hybrid, Green Accepted",,,2024-03-26,WOS:000431395500008,View Full Record in Web of Science
J,"Fraenkel, A; Larsson, U; Santos, CP; von Stengel, B",,,,"Fraenkel, Aviezri; Larsson, Urban; Santos, Carlos P.; von Stengel, Bernhard",,,Special issue on combinatorial game theory,INTERNATIONAL JOURNAL OF GAME THEORY,,,English,Editorial Material,,,,,,,,,"[Fraenkel, Aviezri] Weizmann Inst Sci, Dept Comp Sci & Appl Math, Rehovot, Israel; [Larsson, Urban] Technion Israel Inst Technol, Fac Ind Engn & Management, Haifa, Israel; [Santos, Carlos P.] Univ Lisbon, Ctr Funct Anal Linear Struct & Applicat, Lisbon, Portugal; [von Stengel, Bernhard] London Sch Econ, Dept Math, London, England",Weizmann Institute of Science; Technion Israel Institute of Technology; Universidade de Lisboa; University of London; London School Economics & Political Science,"von Stengel, B (通讯作者)，London Sch Econ, Dept Math, London, England.",aviezri.fraenkel@weizmann.ac.il; urban031@gmail.com; cmfsantos@fc.ul.pt; b.von-stengel@lse.ac.uk,"Santos, Carlos/AAM-2695-2020","Santos, Carlos/0000-0001-6609-6541",,,,,0,1,1,1,4,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0020-7276,1432-1270,,INT J GAME THEORY,Int. J. Game Theory,MAY,2018,47,2,,,SI,,375,377,,10.1007/s00182-018-0627-9,http://dx.doi.org/10.1007/s00182-018-0627-9,,,3,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Mathematics; Mathematical Methods In Social Sciences,GQ0DE,,"Green Published, Bronze",,,2024-03-26,WOS:000441286100001,View Full Record in Web of Science
