Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Prescott, JJ",,,,"Prescott, J. J.",,,Assessing Access-to-Justice Outreach Strategies,JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,,,English,Article; Proceedings Paper,35th International Seminar on the New Institutional Economics,"JUN 07-10, 2017","Syracuse, ITALY",,,take-up; access to justice; RCT; outreach; warrants; duration models,BEHAVIORAL ECONOMICS; TAKE-UP; FIELD; INFORMATION; LAW; ASSISTANCE; KNOWLEDGE; EITC,"The need for prospective beneficiaries to take up new programs is a common stumbling block for otherwise well-designed legal and policy innovations. I examine the take-up problem in the context of publicly provided court services and test the effectiveness of various outreach strategies that announce a newly available online court access platform. I study individuals with minor arrest warrants whose distrust of courts may dampen any take-up response. I partnered with a court to quasi-randomly assign outreach approaches to a cohort of individuals and find that outreach improves take-up, that the type of outreach matters, and that online platform access is itself effective.","[Prescott, J. J.] Univ Michigan, Law Sch, Ann Arbor, MI 48103 USA",University of Michigan System; University of Michigan,"Prescott, JJ (通讯作者)，Univ Michigan, Law Sch, Ann Arbor, MI 48103 USA.",jprescott@umich.edu,,"Prescott, J.J./0000-0001-5483-3516",University of Michigan's Third Century Grant Program,University of Michigan's Third Century Grant Program,"University of Michigan, Ann Arbor (MI), U.S.A. I am grateful to the University of Michigan's Third Century Grant Program for funding this research; Court Innovations Inc. for sharing its data, expertise, and time; the 30th District Court in Highland Park, MI, and Chief Judge Brigette Officer-Hill for their generous partnership on this project; Jeff Fagan, Daniel Flannery, Henry Hansmann, Jim Hines, Dan Ho, and Kyle Rozema for helpful comments on earlier drafts; Max Bulinski and Gift Chowchuvech for conducting the interventions; and Jesse Hogin, Simmon Kim, and Ben Pyle for excellent research assistance. Disclosure: I am a co-founder and equity holder of Court Innovations Inc., a company that develops and implements online case resolution systems.",,62,2,3,0,4,J C B MOHR,TUBINGEN,"POSTFACH 2040, W-7400 TUBINGEN, GERMANY",0932-4569,1614-0559,,J INST THEOR ECON,J. Inst. Theor. Econ.-Z. Gesamte Staatswiss.,MAR,2018,174,1,,,,,34,63,,10.1628/093245618X15129742008977,0,,,30,Economics,Social Science Citation Index (SSCI); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,GO7JX,,"Green Published, Green Submitted",,,2024-03-08,WOS:000440241600005,0
J,"Wan, SK; Xie, YM; Hsiao, C",,,,"Wan, Shui-Ki; Xie, Yimeng; Hsiao, Cheng",,,Panel data approach vs synthetic control method,ECONOMICS LETTERS,,,English,Article,,,,,,Counterfactual analysis; Panel data approach; Synthetic control,,We explore the pros and cons of two counterfactual analysis methodologies the panel data approach (PDA) and the synthetic control method (SCM) through a discussion of the differences in their underlying assumptions and a series of simulations. (C) 2018 Elsevier B.V. All rights reserved.,"[Wan, Shui-Ki] Hong Kong Baptist Univ, Hong Kong, Hong Kong, Peoples R China; [Xie, Yimeng; Hsiao, Cheng] Univ Southern Calif, Los Angeles, CA USA; [Hsiao, Cheng] Xiamen Univ, Xiamen, Peoples R China",Hong Kong Baptist University; University of Southern California; Xiamen University,"Wan, SK (通讯作者)，Hong Kong Baptist Univ, Hong Kong, Hong Kong, Peoples R China.",shuiki@hkbu.edu.hk,,"Wan, Shui Ki/0000-0001-6131-9830",China National Science Foundation [71631004],China National Science Foundation(National Natural Science Foundation of China (NSFC)),We would like to thank a referee and M.H. Pesaran and R. Smith for helpful comments. We also wish to acknowledge the financial support of China National Science Foundation grant # 71631004.,,6,27,33,6,47,ELSEVIER SCIENCE SA,LAUSANNE,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",0165-1765,1873-7374,,ECON LETT,Econ. Lett.,MAR,2018,164,,,,,,121,123,,10.1016/j.econlet.2018.01.019,0,,,3,Economics,Social Science Citation Index (SSCI),Business & Economics,FX4ED,,hybrid,,,2024-03-08,WOS:000426024600028,0
J,"Taylor, AM",,,,"Taylor, Alan M.",,,The Argentina Paradox: microexplanations and macropuzzles,LATIN AMERICAN ECONOMIC REVIEW,,,English,Article,,,,,,Latin America; Growth; Trade; Finance; Institutions; Policies; Divergence,ECONOMIC-DEVELOPMENT; GROWTH; INTEGRATION; COUNTRIES; GEOGRAPHY; PREMIUM; ORIGINS; TRADE,"The economic history of Argentina presents one of the most dramatic examples of divergence in the modern era. What happened and why? This paper reviews the wide range of competing explanations in the literature and argues that, setting aside deeper social and political determinants, the various economic mechanisms in play defy the idea of a monocausal explanation.","[Taylor, Alan M.] Univ Calif Davis, Davis, CA 95616 USA",University of California System; University of California Davis,"Taylor, AM (通讯作者)，Univ Calif Davis, Davis, CA 95616 USA.",amtaylor@ucdavis.edu,,,,,,,31,14,15,0,2,SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",2198-3526,2196-436X,,LAT AM ECON REV,Latin. Am. Econ. Rev.,FEB 2,2018,27,1,,,,,,,3,10.1007/s40503-017-0051-8,0,,,17,Economics,Social Science Citation Index (SSCI),Business & Economics,GC2WM,,"gold, Green Published",,,2024-03-08,WOS:000429644300002,0
J,"Castillo, M; Jordan, JL; Petrie, R",,,,"Castillo, Marco; Jordan, Jeffrey L.; Petrie, Ragan",,,"Children's rationality, risk attitudes and field behavior",EUROPEAN ECONOMIC REVIEW,,,English,Article,,,,,,Rational behavior; Risk preferences; Children; Economic experiments; Misbehavior; High school graduation,LABOR-MARKET OUTCOMES; HIGH-SCHOOL; TIME-PREFERENCES; CHOICE BEHAVIOR; DISCOUNT RATES; UNCERTAINTY; AVERSION; UTILITY; HETEROGENEITY; DETERMINANTS,"We investigate the relationship between risk attitudes, choice consistency and field behavior of children by conducting economic experiments with 1275 8th graders. Choices are not completely consistent with any of the economic theories we consider, however, they are not random either. We use our experimental data to structurally estimate risk preferences and correct for decision error. Using a measure constructed from the estimates and individual choices, we find that risk preferences do predict future field behavior. Children who are more risk averse are less likely to receive disciplinary referrals one and two years after the experiment and are more likely to complete high school, even controlling for economic rationality, family background, scholarly achievement and past misbehavior. Accounting for decision error turns out to be important as a simple aggregate measure of risk is not found to be correlated with field behavior. (C) 2017 Elsevier B.V. All rights reserved.","[Castillo, Marco; Petrie, Ragan] Texas A&M Univ, Dept Econ, College Stn, TX 77843 USA; [Castillo, Marco; Petrie, Ragan] Univ Melbourne, Melbourne Inst, Melbourne, Vic, Australia; [Jordan, Jeffrey L.] Univ Georgia, Agr & Appl Econ, Griffin, GA 30223 USA",Texas A&M University System; Texas A&M University College Station; University of Melbourne; University System of Georgia; University of Georgia,"Petrie, R (通讯作者)，Texas A&M Univ, Dept Econ, College Stn, TX 77843 USA.",marco.castillo@tamu.edu; jjordan@uga.edu; rpetrie@tamu.edu,"Petrie, Ragan/AAQ-2892-2021","Petrie, Ragan/0000-0002-9101-1666; Castillo, Marco/0000-0003-0756-7184",,,,,52,24,25,1,11,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0014-2921,1873-572X,,EUR ECON REV,Eur. Econ. Rev.,FEB,2018,102,,,,,,62,81,,10.1016/j.euroecorev.2017.12.002,0,,,20,Economics,Social Science Citation Index (SSCI),Business & Economics,FX4CZ,,Green Submitted,,,2024-03-08,WOS:000426021600004,0
J,"Dobbie, W; Cioldin, J; Yang, CS",,,,"Dobbie, Will; Cioldin, Jacob; Yang, Crystal S.",,,"The Effects of Pretrial Detention on Conviction, Future Crime, and Employment: Evidence from Randomly Assigned Judges",AMERICAN ECONOMIC REVIEW,,,English,Article,,,,,,,DISABILITY INSURANCE RECEIPT; CHILD PROTECTION; RACE; IDENTIFICATION; INCARCERATION; OUTCOMES; BIAS,"Over 20 percent of prison and jail inmates in the United States are currently awaiting trial, but little is known about the impact of pretrial detention on defendants. This paper uses the detention tendencies of quasi-randomly assigned bail judges to estimate the causal effects of retrial detention on subsequent defendant outcomes. Using data from administrative court and tax records, we find that pretrial detention significantly increases the probability of conviction, primarily through an increase in guilty pleas. Pretrial detention has no net effect on future crime, but decreases formal sector employment and the receipt of employment- and tax-related government benefits. These results are consistent with (i) pretrial detention weakening defendants' bargaining positions during plea negotiations and (ii) a criminal conviction lowering defendants' prospects in the formal labor market.","[Dobbie, Will] Princeton Univ, Ind Relat Sect, Louis A Simpson Int Bldg, Princeton, NJ 08544 USA; [Dobbie, Will; Yang, Crystal S.] NBER, Cambridge, MA 02138 USA; [Cioldin, Jacob] Stanford Law Sch, William H. Neukom Bldg,559 Nathan Abbot Way, Stanford, CA 94305 USA; [Yang, Crystal S.] Harvard Law Sch, Griswold Bldg, Cambridge, MA 02138 USA",Princeton University; National Bureau of Economic Research; Stanford University; Harvard University,"Dobbie, W (通讯作者)，Princeton Univ, Ind Relat Sect, Louis A Simpson Int Bldg, Princeton, NJ 08544 USA.;Dobbie, W (通讯作者)，NBER, Cambridge, MA 02138 USA.",wdobbie@princeton.edu; jsgoldin@law.stanford.edu; cyang@law.harvard.edu,,,,,,,58,219,293,7,72,AMER ECONOMIC ASSOC,NASHVILLE,"2014 BROADWAY, STE 305, NASHVILLE, TN 37203 USA",0002-8282,1944-7981,,AM ECON REV,Am. Econ. Rev.,FEB,2018,108,2,,,,,201,240,,10.1257/aer.20161503,0,,,40,Economics,Social Science Citation Index (SSCI),Business & Economics,FX2FQ,,"Bronze, Green Published, Green Submitted",Y,N,2024-03-08,WOS:000425875300001,0
J,"Engelstätter, B; Ward, MR",,,,"Engelstaetter, Benjamin; Ward, Michael R.",,,Strategic timing of entry: evidence from video games,JOURNAL OF CULTURAL ECONOMICS,,,English,Article,,,,,,Product entry; Non-price competition; Niche strategy; Video games,PRODUCT PERFORMANCE; MONOPOLISTIC COMPETITION; CONSUMER-GOODS; MARKET; INDUSTRY; QUALITY; REVIEWS; RIVALRY; SALES; ORDER,"This paper investigates how video game publishers' choice of game release date is affected by the expected level of competition within the game's product niche. We identify game niches by genre, age-appropriateness, console system, a release cohort, and publisher. First, we show that games are more likely to be released so as to avoid weeks when their niche already faces competition. Next, we show that consumer substitution across games is stronger within most of the dimensions describing product niches. Sales volumes decay quickly after the opening weekend, so at any point in time, a niche will typically be served by few current titles. From this, we calculate that delaying game release 1 week yields substantial increase in revenue for a video game facing higher-than-average competition.","[Engelstaetter, Benjamin; Ward, Michael R.] Zentrum Europa Wirtschaftsforsch, Mannheim, Germany; [Engelstaetter, Benjamin] Hsch Darmstadt, Darmstadt, Germany; [Ward, Michael R.] Univ Texas Arlington, Arlington, TX 76019 USA",Zentrum fur Europaische Wirtschaftsforschung (ZEW); Hochschule Darmstadt; University of Texas System; University of Texas Arlington,"Ward, MR (通讯作者)，Zentrum Europa Wirtschaftsforsch, Mannheim, Germany.;Ward, MR (通讯作者)，Univ Texas Arlington, Arlington, TX 76019 USA.",mikeward@uta.edu,"Ward, Michael/AHC-7709-2022","Ward, Michael/0000-0003-0669-5475",,,,,39,8,8,1,36,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0885-2545,1573-6997,,J CULT ECON,J. Cult. Econ.,FEB,2018,42,1,,,,,1,22,,10.1007/s10824-016-9276-7,0,,,22,Economics,Social Science Citation Index (SSCI),Business & Economics,FT4RT,,Green Submitted,,,2024-03-08,WOS:000423143100001,0
J,"Aizer, A; Currie, J; Simon, P; Vivier, P",,,,"Aizer, Anna; Currie, Janet; Simon, Peter; Vivier, Patrick",,,Do Low Levels of Blood Lead Reduce Children's Future Test Scores?,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,,,English,Article,,,,,,,ACADEMIC-ACHIEVEMENT; US CHILDREN; EXPOSURE; INTELLIGENCE; PREVENTION; NEUROTOXICITY; EPIDEMIOLOGY; HEALTH; TRENDS; POLICY,"We construct a unique individual-level dataset linking preschool blood lead levels with third grade test scores for Rhode Island children born 1997-2005. Using two identification strategies, we show for the first time that reductions of lead from even historically low levels have significant positive effects. A one-unit decrease in average blood lead levels reduces the probability of being substantially below proficient in reading (math) by 0.96 (0.79) percentage points on a baseline of 12 (16) percent. Since disadvantaged children have greater exposure to lead, lead poisoning may be one of the causes of continuing disparities in test scores.","[Aizer, Anna] Brown Univ, Dept Econ, 64 Waterman St, Providence, RI 02912 USA; [Currie, Janet] Princeton Univ, Dept Econ, 316 Wallace Hall, Princeton, NJ 08544 USA; [Simon, Peter] Brown Univ, Dept Epidemiol, Box G S121-2,121 South Main St, Providence, RI 02912 USA; [Vivier, Patrick] Brown Univ, Dept Community Hlth, Box G S121, Providence, RI 02903 USA",Brown University; Princeton University; Brown University; Brown University,"Vivier, P (通讯作者)，Brown Univ, Dept Community Hlth, Box G S121, Providence, RI 02903 USA.",aizer@brown.edu; jcurrie@princeton.edu; peter_simon@brown.edu; patrick_vivier@brown.edu,,,John D. and Catherine T. MacArthur Foundation,John D. and Catherine T. MacArthur Foundation,"We thank Rebecca Lee, Kim Pierson, Joel Stewart, and Alyssa Sylvaria of the Providence Plan for their generosity and help with the data, Michelle Kollett of the Rhode Island Department of Health, and Darlene Price of the Rhode Island Office of Healthy Housing for their generosity and help with the data on certificates, and the John D. and Catherine T. MacArthur Foundation for financial support. We also thank Michelle Marcus, Elsa Mora, Molly Schnell, and Ruby Steedle for outstanding research assistance, as well as Pedro Dal Bo and seminar participants at the Harvard-BU-MIT joint seminar, the University of Wisconsin Institute on Poverty, Yale, LSE, PSE, the Rand Corporation, the New York Federal Reserve, University College London, the NBER Summer Institute, and two anonymous referees for helpful comments. The authors are solely responsible for any errors.",,40,70,86,0,26,AMER ECONOMIC ASSOC,NASHVILLE,"2014 BROADWAY, STE 305, NASHVILLE, TN 37203 USA",1945-7782,1945-7790,,AM ECON J-APPL ECON,Am. Econ. J.-Appl. Econ.,JAN,2018,10,1,,,,,307,341,,10.1257/app.20160404,0,,,35,Economics,Social Science Citation Index (SSCI),Business & Economics,FR5YV,30867889.0,"Green Accepted, Green Published",,,2024-03-08,WOS:000419143400010,0
S,"Bok, B; Caratelli, D; Giannone, D; Sbordone, AM; Tambalotti, A",,"Aghion, P; Rey, H",,"Bok, Brandyn; Caratelli, Daniele; Giannone, Domenico; Sbordone, Argia M.; Tambalotti, Andrea",,,Macroeconomic Nowcasting and Forecasting with Big Data,"ANNUAL REVIEW OF ECONOMICS, VOL 10",Annual Review of Economics,,English,Article; Book Chapter,,,,,,monitoring economic conditions; business cycle analysis; high-dimensional data; real-time data flow,DYNAMIC-FACTOR MODEL; REAL-TIME; LARGE NUMBER; GERMAN GDP; INDICATORS; COINCIDENT; SERIES; MIDAS; RUN,"Data, data, data .... Economists know their importance well, especially when it comes to monitoring macroeconomic conditions-the basis for making informed economic and policy decisions. Handling large and complex data sets was a challenge that macroeconomists engaged in real-time analysis faced long before so-called big data became pervasive in other disciplines. We review how methods for tracking economic conditions using big data have evolved over time and explain how econometric techniques have advanced to mimic and automate best practices of forecasters on trading desks, at central banks, and in other market-monitoring roles. We present in detail the methodology underlying the New York Fed Staff Nowcast, which employs these innovative techniques to produce early estimates of GDP growth, synthesizing a wide range of macroeconomic data as they become available.","[Bok, Brandyn; Giannone, Domenico; Sbordone, Argia M.; Tambalotti, Andrea] Fed Reserve Bank New York, New York, NY 10045 USA; [Caratelli, Daniele] Stanford Univ, Dept Econ, Stanford, CA 94305 USA",Federal Reserve System - USA; Federal Reserve Bank - New York; Stanford University,"Giannone, D (通讯作者)，Fed Reserve Bank New York, New York, NY 10045 USA.",domenico.giannone@ny.frb.org,"Caratelli, Diego/J-3178-2013; Sbordone, Argia M/C-1721-2008","Tambalotti, Andrea/0000-0002-9323-2470",,,,,105,53,64,10,79,ANNUAL REVIEWS,PALO ALTO,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, CA 94303-0897 USA",1941-1383,,978-0-8243-4610-2,ANNU REV ECON,Annu. Rev. Econ.,,2018,10,,,,,,615,643,,10.1146/annurev-economics-080217-053214,0,,,29,Economics,Book Citation Index– Social Sciences & Humanities (BKCI-SSH); Social Science Citation Index (SSCI),Business & Economics,BK8WR,,Green Submitted,,,2024-03-08,WOS:000443938800022,0
J,"Davis, M; Hansen, ME; Husted, T",,,,"Davis, Matthew; Hansen, Mary Eschelbach; Husted, Thomas",,,The Impact of Political Influence on Appointees: Evidence from the Small Business Administration Disaster Loan Program,SOUTHERN ECONOMIC JOURNAL,,,English,Article,,,,,,,APPOINTMENTS,"Presidential disaster declarations provide disaster aid through the Federal Emergency Management Agency (FEMA) and are known to be motivated by political factors as well as by need. The extent to which politics influence the Small Business Administration (SBA) disaster declaration decision, made by a presidential appointee, has not been previously measured. We use new data covering 1960-2013 to show that SBA declarations are subject to the same political influences as presidential declarations. Disasters occurring during reelection years, as well as those occurring in electorally important states, are more likely to receive SBA declarations. The effect of politics is stronger in the period prior to the passage of the Stafford Act in 1988, showing that the two types of declarations are substitutes for political purposes.","[Davis, Matthew] Siena Coll, Dept Econ, 515 Loudon Rd, Loudonville, NY 12211 USA; [Hansen, Mary Eschelbach; Husted, Thomas] Amer Univ, Dept Econ, 4400 Massachusetts Ave NW, Washington, DC 20016 USA",American University,"Davis, M (通讯作者)，Siena Coll, Dept Econ, 515 Loudon Rd, Loudonville, NY 12211 USA.",medavis@siena.edu; mhansen@american.edu; husted@american.edu,,"Davis, Matthew/0000-0003-2219-1138; Hansen, Mary/0000-0002-3621-1809",,,,,18,3,3,0,5,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0038-4038,2325-8012,,SOUTH ECON J,South. Econ. J.,JAN,2018,84,3,,,,,771,785,,10.1002/soej.12242,0,,,15,Economics,Social Science Citation Index (SSCI),Business & Economics,FS3DG,,Green Submitted,,,2024-03-08,WOS:000419658900007,0
J,"Eggleston, K",,,,"Eggleston, Karen",,,INNOVATION AND SHORTAGE: THE YIN AND YANG OF THE HEALTH SECTOR,ACTA OECONOMICA,,,English,Article,,,,,,health sector; personalized medicine; innovation; health technologies,ECONOMICS,"The economic challenges countries face when adopting personalized medicine technologies provide an important illustration of many of the concepts articulated by Janos Kornai in his pioneering research on innovation in market-driven, capitalist surplus economies. In Chinese philosophy, Yin and Yang often represent contradictory yet inseparable opposites - two forces that not merely coexist, but are synergistic and mutually dependent. This concept is an apt analogy for the relationship between innovation and shortage in the health sector. Dangers arise from over-emphasizing the Yin of innovation over the Yang of access, and vice versa. If we over-constrain innovation, we die needlessly early and forfeit quality of life that innovations might have enabled. If we do not distribute access to innovations equitably, we diminish our humanity, suffer backlashes from populism and distrust of science and expertise, and risk social instability, even violent conflict.","[Eggleston, Karen] Stanford Univ, Stanford, CA 94305 USA; [Eggleston, Karen] Natl Bur Econ Res, Cambridge, MA 02138 USA; [Eggleston, Karen] Asia Hlth Policy Program, Stanford, CA 94305 USA",Stanford University; National Bureau of Economic Research,"Eggleston, K (通讯作者)，Stanford Univ, Stanford, CA 94305 USA.;Eggleston, K (通讯作者)，Natl Bur Econ Res, Cambridge, MA 02138 USA.;Eggleston, K (通讯作者)，Asia Hlth Policy Program, Stanford, CA 94305 USA.",karene@stanford.edu,,,,,,,24,1,1,1,6,AKADEMIAI KIADO ZRT,BUDAPEST,"BUDAFOKI UT 187-189-A-3, H-1117 BUDAPEST, HUNGARY",0001-6373,1588-2659,,ACTA OECON,Acta. Oecon.,JAN,2018,68,,,1.0,,,99,114,,10.1556/032.2018.68.S.8,0,,,16,Economics,Social Science Citation Index (SSCI),Business & Economics,FR0IY,,Green Accepted,,,2024-03-08,WOS:000418746400008,0
