Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Edmans, A",,,,"Edmans, Alex",,,Short-term termination without deterring long-term investment: A theory of debt and buyouts,JOURNAL OF FINANCIAL ECONOMICS,,,English,Article,,,,,,Termination; Liquidation; Managerial myopia; Leverage; Private equity,CAPITAL STRUCTURE; PRIVATE EQUITY; LARGE SHAREHOLDERS; DIVIDEND POLICY; AGENCY COSTS; CONTRACTS; LIQUIDITY; PERFORMANCE; INFORMATION; INCENTIVES,"The option to terminate a manager early minimizes investor losses if he is unskilled. However, it also deters a skilled manager from undertaking efficient long-term projects that risk low short-term earnings. This paper demonstrates how risky debt can overcome this tension. Leverage concentrates equityholders' stakes, inducing them to learn the cause of low earnings. If they result from investment (poor management), the firm is continued (liquidated). Therefore, unskilled managers are terminated and skilled managers invest without fear of termination. Unlike models of managerial discipline based on total payout, dividends are not a substitute for debt-they allow for termination upon non-payment, but at the expense of investment since they do not concentrate ownership and induce monitoring. Debt is dynamically consistent as the manager benefits from monitoring. In traditional theories, monitoring constrains the manager; here, it frees him to invest. (C) 2011 Elsevier B.V. All rights reserved.","[Edmans, Alex] Univ Penn, Wharton Sch, Philadelphia, PA 19104 USA; [Edmans, Alex] Natl Bur Econ Res, Cambridge, MA 02138 USA",University of Pennsylvania; National Bureau of Economic Research,"Edmans, A (通讯作者)，Univ Penn, Wharton Sch, 3620 Locust Walk, Philadelphia, PA 19104 USA.",aedmans@wharton.upenn.edu,"Edmans, Alex/F-9562-2011","Edmans, Alex/0000-0002-9781-892X",,,,,60,16,20,1,58,ELSEVIER SCIENCE SA,LAUSANNE,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",0304-405X,,,J FINANC ECON,J. Financ. Econ.,OCT,2011,102.0,1,,,,,81,101,,10.1016/j.jfineco.2010.11.005,0.0,,,21,"Business, Finance; Economics",Social Science Citation Index (SSCI),Business & Economics,818GX,,Green Submitted,,,2024-03-08,WOS:000294740900005,0
J,"Esposito, L; Kebede, B; Maddox, B",,,,"Esposito, Lucio; Kebede, Bereket; Maddox, Bryan",,,Literacy Practices and Schooling: A Case Study from Mozambique,WORLD DEVELOPMENT,,,English,Article,,,,,,literacy practices; schooling; measurement; adults; Africa; Mozambique,THAILAND; POVERTY,"A novel approach to the assessment of literacy is used to tackle the issue of effectiveness of years of schooling. The dichotomy inherent in the literacy rate is rejected in favor of a practice-based approach, which considers literacy as a multifaceted phenomenon as advocated in anthropological and economic research. Primary data collected in the poorest region in Mozambique suggest that years of schooling have a differentiated impact on acquired literacy practices of adults. Results that are robust to different specifications are reported. (C) 2011 Elsevier Ltd. All rights reserved.","[Esposito, Lucio; Kebede, Bereket; Maddox, Bryan] Univ E Anglia, Norwich NR4 7TJ, Norfolk, England",University of East Anglia,"Esposito, L (通讯作者)，Univ E Anglia, Norwich NR4 7TJ, Norfolk, England.",,"Kebede, Bereket/AAJ-9484-2020","Kebede, Bereket/0000-0003-4163-6614",,,,,48,4,6,0,9,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0305-750X,,,WORLD DEV,World Dev.,OCT,2011,39.0,10,,,,,1796,1807,,10.1016/j.worlddev.2011.04.011,0.0,,,12,Development Studies; Economics,Social Science Citation Index (SSCI),Development Studies; Business & Economics,832AN,,,,,2024-03-08,WOS:000295772300009,0
J,"Feld, LP; Kirchgässner, G; Schaltegger, CA",,,,"Feld, Lars P.; Kirchgaessner, Gebhard; Schaltegger, Christoph A.",,,Municipal debt in Switzerland: new empirical results,PUBLIC CHOICE,,,English,Article,,,,,,Local public debt; Direct democracy; New public management,PUBLIC DEBT; SWISS; DETERMINANTS,"Switzerland has experienced extensive institutional reforms at the local level that could influence local debt. These reforms have included municipal mergers, greater inter-communal cooperation, reformed political decision-making mechanisms, and the introduction of new public management measures. Many of these reforms originated at the cantonal level. However, the institutional diversity among Swiss municipalities hardly has diminished. A cross-sectional analysis for the 137 largest Swiss cities and villages in 2004 shows that direct democratic rights and a high degree of fiscal autonomy lead to a lower level of local debt. There is no statistical support for the hypothesis that reforms following the new public management guidelines had an effect on debt levels.","[Feld, Lars P.] Univ Freiburg, Walter Eucken Inst, D-79100 Freiburg, Germany; [Kirchgaessner, Gebhard] Univ St Gallen, Swiss Inst Int Econ & Appl Econ Res SIAW HSG, CH-9000 St Gallen, Switzerland; [Schaltegger, Christoph A.] Univ Lucerne, CH-6002 Luzern, Switzerland",University of Freiburg; University of St Gallen; University of Lucerne,"Feld, LP (通讯作者)，Univ Freiburg, Walter Eucken Inst, Goethestr 10, D-79100 Freiburg, Germany.",feld@walter-eucken-institut.de; Gebhard.Kirchgaessner@unisg.ch; Christoph.Schaltegger@unilu.ch,,,,,,,35,18,23,0,17,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0048-5829,1573-7101,,PUBLIC CHOICE,Public Choice,OCT,2011,149.0,1-2,,,SI,,49,64,,10.1007/s11127-011-9828-5,0.0,,,16,Economics; Political Science,Social Science Citation Index (SSCI),Business & Economics; Government & Law,817QJ,,,,,2024-03-08,WOS:000294688600004,0
J,"Geng, N",,,,"Geng, Nan",,,"The dynamics of market structure and firm-level adjustment to India's pro-market economic liberalizing reforms, 1988-2006: A Time Varying Panel Smooth Transition Regression (TV-PSTR) approach",INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,,English,Article,,,,,,Panel Smooth Transition Regression model; Market efficiency; Total factor productivity (TFP) growth; Liberalizing reforms,TRADE LIBERALIZATION; PRODUCTIVITY; EFFICIENCY,"This paper for the first time employs the Time Varying Panel Smooth Transition Regression (TV-PSTR) approach to model the dynamic adjustments of firms and the evolution of industrial structure in the bigger setting of decades against the backdrop of India's dramatic liberalizing reform starting from 1991. Using Indian manufacturing firm data, it finds that the transition of market structure and productivity after liberalization did follow a smooth transition process. Instead of the previously assumed instantaneous 'big-bang' shift just after reforms, it actually took years for the Indian manufacturing industries start to react to the reforms, and the transitional impact of reforms took approximately four to eight years to complete. There is strong evidence of increased competition after the transition, with shrinked returns to scale (RTS) in most industries except for leather and chemical industries. The results on total factor productivity (TFP) are mixed: most import-competing industries, which suffer most from the shrinking of market size experienced no change or decreasing TFP growth; whereas the export-oriented industry, as the industry which benefits most from economy of scale, enjoyed a huge TFP growth following the reforms. (C) 2010 Elsevier Inc. All rights reserved.","Int Monetary Fund, Washington, DC 20431 USA",International Monetary Fund,"Geng, N (通讯作者)，Int Monetary Fund, 700 19th St NW, Washington, DC 20431 USA.",ngeng@imf.org,,,,,,,40,7,7,0,25,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",1059-0560,1873-8036,,INT REV ECON FINANC,Int. Rev. Econ. Financ.,OCT,2011,20.0,4,,,,,506,519,,10.1016/j.iref.2010.09.007,0.0,,,14,"Business, Finance; Economics",Social Science Citation Index (SSCI),Business & Economics,787EV,,,,,2024-03-08,WOS:000292360300004,0
J,"Hasman, A; López, AL; Samartín, M",,,,"Hasman, Augusto; Lopez, Angel L.; Samartin, Margarita",,,"Government, taxes and banking crises",JOURNAL OF BANKING & FINANCE,,,English,Article,,,,,,Banking crises; Information induced bank runs; Government policies; Taxes,RUNS,"This paper analyzes the effectiveness of different government policies to prevent the emergence of banking crises. In particular, we study the impact on welfare of using taxpayers money to recapitalize banks, government injection of money into the banking system through credit lines, the creation of a buffer and taxes on financial transactions (the Tobin tax). We illustrate the trade-off between these policies and derive policy implications. (C) 2011 Elsevier B.V. All rights reserved.","[Hasman, Augusto] SKEMA Business Sch, Nice, France; [Hasman, Augusto] OFCE Sci Po, Nice, France; [Lopez, Angel L.] IESE Business Sch, Publ Private Sect Res Ctr, Barcelona, Spain; [Samartin, Margarita] Univ Carlos III Madrid, Business Dept, Madrid, Spain",Universite Cote d'Azur; SKEMA Business School; University of Navarra; IESE Business School; Universidad Carlos III de Madrid,"Hasman, A (通讯作者)，SKEMA Business Sch, Nice, France.",a.hasman@skema.edu; alopezr@iese.edu; samartin@emp.uc3m.es,"Samartin, Margarita/C-3794-2017; Lopez, Angel Luis/L-1082-2014","Hasman, Augusto/0000-0002-0752-4064; Lopez, Angel Luis/0000-0002-6432-6814; Samartin, Margarita/0000-0002-8323-2821",,,,,17,9,9,1,21,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0378-4266,1872-6372,,J BANK FINANC,J. Bank Financ.,OCT,2011,35.0,10,,,,,2761,2770,,10.1016/j.jbankfin.2011.03.002,0.0,,,10,"Business, Finance; Economics",Social Science Citation Index (SSCI),Business & Economics,809FS,,Green Accepted,,,2024-03-08,WOS:000294037800020,0
J,"Jansen, DJ",,,,"Jansen, David-Jan",,,DOES THE CLARITY OF CENTRAL BANK COMMUNICATION AFFECT VOLATILITY IN FINANCIAL MARKETS? EVIDENCE FROM HUMPHREY-HAWKINS TESTIMONIES,CONTEMPORARY ECONOMIC POLICY,,,English,Article,,,,,,,PUBLIC INFORMATION; SOCIAL VALUE; TRANSPARENCY; READABILITY; IMPACT,"By applying readability statistics to the Humphrey-Hawkins testimonies given by the Federal Reserve Chairman, it is tested whether the clarity of central bank communication affects volatility in financial markets. There are three results. First, when clarity matters, it has a diminishing effect on volatility. Second, clarity of communication matters mostly for volatility of medium-term interest rates. Third, the effects of clarity vary over time. Clarity mattered especially, but not exclusively during Alan Greenspan's Chairmanship. Overall, the analysis illustrates the importance of transparent communication on monetary policy. (JEL E44, E52, E58)","De Nederlandsche Bank, Econ & Res Div, NL-1000 AB Amsterdam, Netherlands",European Central Bank; De Nederlandsche Bank NV,"Jansen, DJ (通讯作者)，De Nederlandsche Bank, Econ & Res Div, POB 98, NL-1000 AB Amsterdam, Netherlands.",d.jansen@dnb.nl,,"Jansen, David-Jan/0000-0002-6397-6460",,,,,33,44,49,0,17,WILEY-BLACKWELL,MALDEN,"COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA",1074-3529,,,CONTEMP ECON POLICY,Contemp. Econ. Policy,OCT,2011,29.0,4,,,,,494,509,,10.1111/j.1465-7287.2010.00238.x,0.0,,,16,Economics; Public Administration,Social Science Citation Index (SSCI),Business & Economics; Public Administration,822XJ,,,,,2024-03-08,WOS:000295083600002,0
J,"Lenton, P; Mosley, P",,,,"Lenton, Pamela; Mosley, Paul",,,Incentivising trust,JOURNAL OF ECONOMIC PSYCHOLOGY,,,English,Article,,,,,,Experimental economics; Game theory; Risk; Reciprocity,INVESTMENT GAME; TRUSTWORTHINESS; RECIPROCITY; REPUTATION; GROWTH,"We argue that trust can be incentivised by measures which increase the ability of trusters to protect themselves against risk. We work within the framework originally established by Berg. Dickhaut, and McCabe (1995) in which trust is measured experimentally as the ability to generate reciprocity in response to an initial offer of money within a two-person game. An incentive is conveyed both by means of variations in the multiplier applied to the first player's initial offer and by giving the first player the opportunity to insure themselves against the possibility that the second player will fail to reciprocate their initial offer. Measured trust is strongly responsive to both these incentives. Thus third parties have the ability to influence the outcome of the game, not only, as in the analysis of Charness, CoboReyes, and Jimenez (2008), by punishing failure to reciprocate and rewarding 'good' initial offers, but also by offering protection which strengthens the first player's risk efficacy, or ratio of assets to risk. (C) 2011 Elsevier B.V. All rights reserved.","[Lenton, Pamela; Mosley, Paul] Univ Sheffield, Sheffield S10 2TN, S Yorkshire, England",University of Sheffield,"Lenton, P (通讯作者)，Univ Sheffield, Sheffield S10 2TN, S Yorkshire, England.",p.lenton@sheffield.ac.uk; p.mosley@sheffield.ac.uk,,"Lenton, Pamela/0000-0002-8449-7207",,,,,36,6,7,0,14,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-4870,1872-7719,,J ECON PSYCHOL,J. Econ. Psychol.,OCT,2011,32.0,5,,,,,890,897,,10.1016/j.joep.2011.07.005,0.0,,,8,"Economics; Psychology, Multidisciplinary",Social Science Citation Index (SSCI),Business & Economics; Psychology,830KB,,,,,2024-03-08,WOS:000295654800024,0
J,"Mitchell, K; Pearce, DK",,,,"Mitchell, Karlyn; Pearce, Douglas K.",,,"Lending technologies, lending specialization, and minority access to small-business loans",SMALL BUSINESS ECONOMICS,,,English,Article,,,,,,Small-business loans; Lending technologies; Lending specialization; Relationship lending; Fair lending; Discrimination; Asymmetric information; SME finance,CREDIT MARKET; DISCRIMINATION; INFORMATION; DEBT; COMPETITION; MATURITY; FINANCE; CHOICE; RISK,"We investigate minority access to small-business loans using a probit model of loan application denial that recognizes two loan types (line-of-credit loans and non-line-of-credit loans) made by two lender types (commercial banks and nonbank financial institutions). We estimate our model on data from the 1998 Survey of Small Business Finances. We find evidence consistent with minority equal access to bank credit lines and nonbank non-line-of-credit loans in highly competitive loan markets; in less competitive markets we find evidence consistent with unequal access to these loans. We also find evidence consistent with unequal minority access to bank non-line-of-credit loans, regardless of loan market competitiveness. Our findings differ from previous research which treats small-business loans as a homogenous product and finds evidence consistent with unequal minority access to small-business loans generally. We argue that the existence of multiple small-business lending technologies and loan specialization by lenders account for our findings and demonstrate the need to treat small-business loans as a heterogeneous product when investigating equal access to small-business credit.","[Mitchell, Karlyn; Pearce, Douglas K.] N Carolina State Univ, Raleigh, NC 27695 USA",North Carolina State University,"Mitchell, K (通讯作者)，N Carolina State Univ, Raleigh, NC 27695 USA.",karlyn_mitchell@ncsu.edu,"Mitchell, Karlyn/G-1641-2014","Mitchell, Karlyn/0000-0002-9364-6745",,,,,26,17,26,1,48,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0921-898X,1573-0913,,SMALL BUS ECON,Small Bus. Econ. Group,OCT,2011,37.0,3,,,,,277,304,,10.1007/s11187-009-9243-1,0.0,,,28,Business; Economics; Management,Social Science Citation Index (SSCI),Business & Economics,822JO,,,,,2024-03-08,WOS:000295041300002,0
J,"Papke, LE",,,,"Papke, Leslie E.",,,The Future of Public Employee Retirement Systems,JOURNAL OF PENSION ECONOMICS & FINANCE,,,English,Book Review,,,,,,,,,"[Papke, Leslie E.] Michigan State Univ, E Lansing, MI 48824 USA",Michigan State University,"Papke, LE (通讯作者)，Michigan State Univ, E Lansing, MI 48824 USA.",,,,,,,,1,0,0,0,3,CAMBRIDGE UNIV PRESS,CAMBRIDGE,"EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND",1474-7472,,,J PENSION ECON FINAN,J. Pension Econ. Financ.,OCT,2011,10.0,4,,,,,671,673,,10.1017/S1474747211000382,0.0,,,4,"Business, Finance; Economics",Social Science Citation Index (SSCI),Business & Economics,846MC,,,,,2024-03-08,WOS:000296906000013,0
J,"Tabak, BM; Luduvice, AVD; Cajueiro, DO",,,,"Tabak, Benjamin M.; Luduvice, Andre Victor D.; Cajueiro, Daniel O.",,,Modeling default probabilities: The case of Brazil,JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS & MONEY,,,English,Article,,,,,,Probabilities of default; Default risk; Capital Asset Pricing Model (CAPM); Minimal Spanning Tree (MST),COMPLEX NETWORKS; RISK; HETEROSKEDASTICITY; INSTABILITY; MARKET,"Using disaggregated data from the Brazilian stock market, we calculate default probabilities for 30 different economic sectors. Empirical results suggest that domestic macroeconomic factors can explain these default probabilities. In addition, we construct the Minimum Spanning Tree (MST) and the ultrametric hierarchical tree with the MST based on default probabilities to disclose common trends, which reveals that some sectors form clusters. The results of this paper imply that macroeconomic variables have distinct effects on default probabilities, which is important to take into account in credit risk modeling and the generation of stress test scenarios. (C) 2011 Elsevier B. V. All rights reserved.","[Tabak, Benjamin M.] Univ Catol Brasilia, Brasilia, DF, Brazil; [Luduvice, Andre Victor D.; Cajueiro, Daniel O.] Univ Brasilia, Dept Econ, BR-70910900 Brasilia, DF, Brazil",Universidade de Brasilia,,benjamin.tabak@bcb.gov.br,"Cajueiro, Daniel Oliveira/R-2694-2019; Tabak, Benjamin/F-9952-2018","Tabak, Benjamin/0000-0002-7935-3188; CAJUEIRO, DANIEL/0000-0001-5898-1655",,,,,40,6,7,0,15,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",1042-4431,,,J INT FINANC MARK I,J. Int. Financ. Mark. Inst. Money,OCT,2011,21.0,4,,,,,513,534,,10.1016/j.intfin.2011.01.007,0.0,,,22,"Business, Finance; Economics",Social Science Citation Index (SSCI),Business & Economics,V29SW,,,,,2024-03-08,WOS:000208769100003,0
