Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Kecliková, K; Bris, P",,,,"Keclikova, Kristyna; Bris, Petr",,,RISK MANAGEMENT AND INTERNAL AUDIT IN INTEGRATED PROCESS MANAGEMENT OF HOSPITALS,E & M EKONOMIE A MANAGEMENT,,,English,Article,,,,,,process; risk management; integrated management system; internal audit; patient safety; analyse,,"The paper focuses on the issue of improving patient safety, which is now a global issue. Foreign studies have shown that approximately 10 % of hospitalizations occur at patient's damage. The Czech Republic, respectively Ministry of Health of the Czech Republic, is currently developing a series of activities to promote the Luxembourg Declaration (Luxembourg Declaration on Patient Safety), which was approved at the EU Member States Summit and calls on the EU Member States to deal with this issue. This publication supports the above-mentioned activities. There is proposed the introduction of Quality Management System (QMS), which would include the risk management. Furthermore, there are described experiences from one large public hospital in the Czech Republic with incorporated certain features of risk management into the competency of internal auditors, a research took place to evaluate the significance of health and non-health risks in terms of their impact on the organization. 47 hospital staff members on a variety of managerial positions participated in this survey. The questionnaires surveying health risks paid particular attention to physical, chemical, biological and combined risks. The questionnaires researching non-health risks included questions on general, accounting and budget risks. The risk analysis shows that the most important risk for health facilities is the biological risk of blood and tissue collection, manipulation with biomaterials in laboratories, storage of used needles, shards of ampoules, damaged glass material and handling laundry used by patients. The risk analysis shows that the highest proportion of risk with a moderate and significant impact belongs to a group of general risk. As a significant risk is in this particular case evaluated the behaviour of employees in public, which has an essential impact on the image of the hospital as a whole and the perception by patients.","[Keclikova, Kristyna] Minist Interior Prague, Police Coll, Prague, Czech Republic; [Bris, Petr] Tomas Bata Univ Zlin, Fac Management & Econ, Dept Ind Engn & Informat Syst, Zlin, Czech Republic",Tomas Bata University Zlin,"Kecliková, K (通讯作者)，Minist Interior Prague, Police Coll, Prague, Czech Republic.",krigakec@seznam.cz; bris@fame.utb.cz,"AKKÖPRÜ, MUSTAFA/ABG-4147-2020; Bris, Petr/AAX-5083-2021","Bris, Petr/0000-0001-7027-1648; Keclikova, Kristyna/0000-0001-8579-0715",,,,,22,6,6,0,27,TECHNICAL UNIV LIBEREC,LIBEREC 1,"FAC ECONOMICS, STUDENTSKA 2, IC 46747885, LIBEREC 1, 461 17, CZECH REPUBLIC",1212-3609,2336-5064,,E M EKON MANAG,E M Ekon. Manag.,,2011,14.0,4,,,,,55,66,,,,,,12,Economics; Management,Social Science Citation Index (SSCI),Business & Economics,871WY,,,,,2024-03-08,WOS:000298769600005,0
C,"Khan, A; Achour, M",,"Juan, S",,"Khan, Aqeel; Achour, Meguellati",,,Social support and Religiosity as Coping Strategies for Reducing Job Stress,BUSINESS AND ECONOMICS RESEARCH,International Proceedings of Economics Development and Research,,English,Proceedings Paper,International Conference on Business and Economics Research (ICBER 2010),"NOV 26-28, 2010","Kuala Lumpur, MALAYSIA",,,,VACATION RELIEF; BURNOUT; WORK,"The present study carried out on 70 Administrative staff of University of Malaya, Kuala Lumpur with the aim to examine religiosity and social support as coping strategies and their influence on reducing job stress and employee' well-being in administrative staff of Malaysian learning institutions. The determinants of job stress included under this research are workload pressure, homework interface, and performance pressure. Researchers used a set of questionnaires to collect data. The results show that coping strategies positively related with social support and religiosity and negatively related with job strain. Finding also revealed that religiosity significantly related with social support and coping strategies negatively related with job strain.","[Khan, Aqeel] Univ Malaya, Dept Educ Psychol & Counseling, Kuala Lumpur, Malaysia; [Achour, Meguellati] Univ Malaya, Inst Grad Studies, Kuala Lumpur, Malaysia",Universiti Malaya; Universiti Malaya,"Khan, A (通讯作者)，Univ Malaya, Dept Educ Psychol & Counseling, Kuala Lumpur, Malaysia.",draqeelkhan@gmail.com; megue_a2007@yahoo.fr,"Meguellati, Achour/AAB-8899-2022; achour, meguellati/H-6117-2011; Khan, Aqeel/B-5208-2010; Khan, Aqeel/G-6399-2010","Khan, Aqeel/0000-0001-9338-9323",,,,,17,1,2,0,2,INT ASSOC COMPUTER SCIENCE & INFORMATION TECHNOLOGY PRESS-IACSIT PRESS,SINGAPORE,"SINGAPORE OFFICE, NO. 07-42, BLK 708, JURONG WEST STREET 81, SINGAPORE, 00000, SINGAPORE",2010-4626,,978-981-08-8640-0,INT P ECON DEV RES,,,2011,1.0,,,,,,291,+,,,,,,2,Business; Economics,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,BZX00,,,,,2024-03-08,WOS:000303173400062,0
C,"Kifor, CV; Tudor, N; Oprean, C",,"Rusu, C",,"Kifor, C. V.; Tudor, N.; Oprean, C.",,,A PRACTICAL APPROACH TO A QUALITY SYSTEM FOR PRODUCTION SOFTWARE FOR MANAGING TECHNOLOGICAL CHANGES,"MANAGEMENT OF TECHNOLOGICAL CHANGES, BOOK 1",,,English,Proceedings Paper,7th International Conference on Management of Technological Changes,"SEP 01-03, 2011","Alexandroupolis, GREECE","Democritus Univ Thrace,Gheorghe Asachi Tech Univ,Central & E European Management Dev Assoc,Ctr Continu Educ & Train,Region E Macedonia & Thrace",,,,"Quality System for Production Software (QSPS) provides the necessary understanding of how to manage the work activity and change situation in a software project for technological production. The content of this paper is a proposal of helpful templates, check lists and procedures for using in managing the realization and the changes which can appear during and after the implementation of the production software with QSPS. The paper demonstrates the efficiency of the QSPS and makes QSPS better understandable, using a practical example and so a direct comparison with and without using QSPS.","[Kifor, C. V.; Oprean, C.] Lucian Blaga Univ Sibiu, Sibiu, Romania",Lucian Blaga University of Sibiu,,claudiu.kifor@ulbsibiu.ro; nicolae.tudor@continental-corporation.com; constantin.oprean@ulbsibiu.ro,"Kifor, Claudiu/AAK-5804-2020","Kifor, Claudiu/0000-0001-8983-552X",,,,,7,0,0,0,1,DEMOCRITUS UNIV THRACE,KOMOTINI,"UNIV CAMPUS, KOMOTINI, 69100, GREECE",,,978-960-99486-2-3,,,,2011,,,,,,,29,32,,,,,,4,Economics; Management,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,BBI18,,,,,2024-03-08,WOS:000306939900008,0
C,"Koch-Ciobotaru, C; Boraci, R; Prostean, O; Vasar, C",,"Rusu, C",,"Koch-Ciobotaru, C.; Boraci, R.; Prostean, O.; Vasar, C.",,,MANAGING THE ENERGY DISTRIBUTION OF AN ENERGY CONVERSION SYSTEM IN A STANDALONE APPLICATION,"MANAGEMENT OF TECHNOLOGICAL CHANGES, BOOK 1",,,English,Proceedings Paper,7th International Conference on Management of Technological Changes,"SEP 01-03, 2011","Alexandroupolis, GREECE","Democritus Univ Thrace,Gheorghe Asachi Tech Univ,Central & E European Management Dev Assoc,Ctr Continu Educ & Train,Region E Macedonia & Thrace",,,,"The continuous increase in power demand on the present power system will force the system to operate much closer to its stability limits. By extending the power system with both energy generators and consumers the control and management of energy distribution is ever more difficult and a lot of safety and backup systems must be design and implemented. A possible solution on this large scale evolution of the power system is the development of many small systems, or micro grids that produce and supply energy on the same location. This approach has some major benefits like taking the control and management of the energy on the designated site, coordinating the sources and loads to perform at optimal consumption and forcing the consumers to a more rational demand of energy since the amount of energy available is the one produced at that site.","[Koch-Ciobotaru, C.; Boraci, R.; Prostean, O.; Vasar, C.] Politehn Univ Timisoara, Dept Automat & Appl Informat, Timisoara, Romania",Polytechnic University of Timisoara,,cosmin.koch@aut.upt.ro; radu.boraci@aut.upt.ro; octavian.prostean@aut.upt.ro; cristian.vasar@aut.upt.ro,"Vasar, Cristian/K-7654-2019","Vasar, Cristian/0000-0002-2677-6216",,,,,5,0,0,0,0,DEMOCRITUS UNIV THRACE,KOMOTINI,"UNIV CAMPUS, KOMOTINI, 69100, GREECE",,,978-960-99486-2-3,,,,2011,,,,,,,393,396,,,,,,4,Economics; Management,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,BBI18,,,,,2024-03-08,WOS:000306939900099,0
C,"Krajícek, J; Valouch, P",,"Jedlicka, P",,"Krajicek, Jan; Valouch, Petr",,,FINANCIAL SECTOR AND ITS IMPACT ON REGIONAL DEVELOPMENT IN THE CZECH REPUBLIC,"HRADECKE EKONOMICKE DNY 2011, DIL I: EKONOMICKY ROZVOJ A MANAGEMENT REGIONU. ECONOMIC DEVELOPMENT AND MANAGEMENT OF REGIONS",,,Czech,Proceedings Paper,9th International Conference on Hradec Economic Days 2011 - Economic Development and Management of Regions,"FEB 01-02, 2011","Univ Hradec Kralove, Fac Informat & Management, Hradec Kralove, CZECH REPUBLIC",,"Univ Hradec Kralove, Fac Informat & Management",bank; credit; development; region; services,,"Financial sector have doubtless important aces in economic development constituent region. Impact of government and government budget for many municipal projects is too important, but impact financial sector is negligible.","[Krajicek, Jan; Valouch, Petr] Masaryk Univ, CS-60177 Brno, Czech Republic",Masaryk University Brno,,krajicek@econ.muni.cz; valouch@econ.muni.cz,"Valouch, Petr/O-4251-2014","Valouch, Petr/0000-0002-8755-4457",,,,,5,0,0,0,1,GAUDEAMUS,HRADEC KRALOVE,"UNIV HRADEC KRALOVE, ROKITANSKEHO 62, HRADEC KRALOVE, 500 03, CZECH REPUBLIC",,,978-80-7435-100-6,,,,2011,,,,,,,149,152,,,,,,4,Economics; Management,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,BCM57,,,,,2024-03-08,WOS:000310711600028,0
C,"Kuchtíková, K",,"Klimova, V; Zitek, V",,"Kuchtikova, Katerina",,,THE ANALYSIS OF CORPORATE SOCIAL RESPONSIBILITY IN BRNO AND ITS SURROUNDINGS,14TH INTERNATIONAL COLLOQUIUM ON REGIONAL SCIENCES,,,Czech,Proceedings Paper,14th International Colloquium on Regional Sciences,"JUN 22-24, 2011","Boretice, CZECH REPUBLIC",,,Analysis; corporate social responsibility; company; employees; environment; stakeholders; corporate philantropy,,"Annotation The goal of the article is to analyse and compare corporate social responsibility in chosen companies from Brno and its surroundings. On the basis of case studies of seven analysed companies their CSR behaviour in economic, social and environmental areas is presented and evaluated.","[Kuchtikova, Katerina] Masarykova Univ, Katedra Regionalni Ekon & Spravy, Ekonomickospravni Fak, Brno 60200, Czech Republic",Masaryk University Brno,,206550@mail.muni.cz,,,,,,,9,0,0,0,0,MASARYKOVA UNIV,BRNO,"ZENOTINOVO NAM 9, BRNO 601 77, CZECH REPUBLIC",,,978-80-210-5513-1,,,,2011,,,,,,,259,268,,,,,,10,Economics; Management,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,BDC20,,,,,2024-03-08,WOS:000312552500029,0
C,"Kukle, S; Tramkale, V; Kalnina, D; Priberga, D; Strazds, G",,"Rusu, C",,"Kukle, S.; Tramkale, V.; Kalnina, D.; Priberga, D.; Strazds, G.",,,COMPARATIVE TECHNOLOGICAL AND COMMERCIAL EVALUATION OF FLAX VARIETIES FOR THE REVIVAL OF FLAX GROWING IN LATVIA,"MANAGEMENT OF TECHNOLOGICAL CHANGES, BOOK 2",,,English,Proceedings Paper,7th International Conference on Management of Technological Changes,"SEP 01-03, 2011","Alexandroupolis, GREECE","Democritus Univ Thrace,Gheorghe Asachi Tech Univ,Central & E European Management Dev Assoc,Ctr Continu Educ & Train,Region E Macedonia & Thrace",,,,"During last three decades flax growing in Latvia became unpopular as raw materials for a few still working flax processing enterprises were exported from European and Eastern countries. Now prices of flax fibers go up and producers faced with a raw material shortage. Therefore, it is necessary to find out and introduce high yield cultivars of flax corresponding with Latvian climate and to investigate their commercial, technological and application properties. Results of comparative analysis with statistic methods of ninety eight flax line properties grown in one location of eastern part of Latvia are presented. Flax line with the best agricultural, commercial and technological properties in year 2009 and 2010 is separated for further optimization of agricultural parameters for plant production systems","[Kukle, S.; Kalnina, D.; Priberga, D.] Riga Tech Univ, Riga, Latvia",Riga Technical University,,skukle@latnet.lv; strzin@apollo.lv; kalninjad@inbox.lv; dpriberga@inbox.lv; stragu@latnet.lv,,,,,,,5,0,0,0,0,DEMOCRITUS UNIV THRACE,KOMOTINI,"UNIV CAMPUS, KOMOTINI, 69100, GREECE",,,978-960-99486-3-0,,,,2011,,,,,,,65,68,,,,,,4,Economics; Management,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,BBI19,,,,,2024-03-08,WOS:000306940000017,0
J,"Lai, KPY",,,,"Lai, Karen P. Y.",,,Marketization through contestation: reconfiguring China's financial markets through knowledge networks,JOURNAL OF ECONOMIC GEOGRAPHY,,,English,Article,,,,,,Markets; knowledge; banking; China,ECONOMIC-GEOGRAPHY; TACIT KNOWLEDGE; CAPITALISM; INNOVATION; SOCIOLOGY; INDUSTRY; CRISIS; GLOBALIZATION; NEOLIBERALISM; EMBEDDEDNESS,"This article unpacks a particular case of market making by scrutinizing the richness of market meanings, the diversity of market actors and the contested nature of market knowledge and practices, in the context of developing banking regulation and financial services in China. Based on personal interviews and secondary data, it examines how China's financial markets are reconfigured through heterogeneous knowledge networks ranging from mobile transmigrants and regulatory counterparts in other countries to different financial institutions within China. China's WTO accession is not a straightforward liberalization of its banking sector but a contested process of negotiations between the Chinese government, regulatory bodies and foreign and domestic banks. This process of knowledge translation and conflict resolution is key to revealing the temporary and unstable character of markets and demonstrates how the entanglement of different knowledge networks opens up conjectural space for new forms of market meanings and practices.","Univ British Columbia, Dept Geog, Vancouver, BC V6T 1Z2, Canada",University of British Columbia,"Lai, KPY (通讯作者)，Univ British Columbia, Dept Geog, 1984 West Mall, Vancouver, BC V6T 1Z2, Canada.",karen.lai@ubc.ca,"Lai, Karen P Y/IVH-3064-2023; Lai, Karen P. Y./D-5690-2013","Lai, Karen P Y/0000-0003-4654-9819; Lai, Karen P. Y./0000-0003-4654-9819",,,,,134,35,39,1,26,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",1468-2702,1468-2710,,J ECON GEOGR,J. Econ. Geogr.,JAN,2011,11.0,1,,,,,87,117,,10.1093/jeg/lbq005,0.0,,,31,Economics; Geography,Social Science Citation Index (SSCI),Business & Economics; Geography,696BI,,,,,2024-03-08,WOS:000285416500004,0
C,"Lin, Y; Chen, XM",,"Zhou, QY",,"Lin, Yi; Chen, Xiaoman",,,Review of Institutions and Economic Growth Empirical Research,"APPLIED ECONOMICS, BUSINESS AND DEVELOPMENT",Communications in Computer and Information Science,,English,Proceedings Paper,"International Symposium on Applied Economics, Business and Development","AUG 06-07, 2011","Dalian, PEOPLES R CHINA","Hong Kong Educ Soc,Int Mat Sci Soc,Informat Engn Res Inst",,Institutions; Economic Growth; Instrumental Variables,,"To study further the relationship between institutions and economic growth, this paper reviewed the existing empirical researches in this area. These empirical literatures have provided compelling evidence for a causal link between a cluster of good institutions and more rapid long run economic growth. However, many questions would limit further research, such as coarseness of quantitative institutions, defects of instrumental variables and so on. Derived through two simple models, these questions could be proved. Finally, it gives three improved suggestions to the sample of study in China. These suggestions can help researchers understand better how economic growth arises in response to institution changing in China.","[Lin, Yi] SW Jiaotong Univ, Sch Publ Adm, Chengdu 610031, Peoples R China; [Chen, Xiaoman] ChongQing Univ Posts & Telecom, Coll Mobile Telecommunicat, Chongqing, Peoples R China",Southwest Jiaotong University; Chongqing University of Posts & Telecommunications,"Lin, Y (通讯作者)，SW Jiaotong Univ, Sch Publ Adm, Chengdu 610031, Peoples R China.",fisher.818@163.com; mike2121@sina.com,,,,,,,24,1,1,0,8,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,,978-3-642-23022-6,COMM COM INF SC,,,2011,208.0,,1.0,,,,563,+,,,,,,4,Business; Economics,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,BXA64,,,,,2024-03-08,WOS:000295545200084,0
J,"Linares, Y; Colmenares, L; Espinoza, N",,,,"Linares, Yuraima; Colmenares, Loyda; Espinoza, Natalie",,,Social Capital: A Fundamental Tool in Public Policies for Community Development,REVISTA DE CIENCIAS SOCIALES,,,Spanish,Article,,,,,,Social capital; wealth; public policies; communities,,"This article aims to examine economic and public policies from the perspective of social capital, considering the concept of integral development. It highlights the social capital paradigm in formulating public policies as a liaison between different societal actors. It is based on the hypothesis that The low level of social capital structuring in local area reduces the viability and feasibility of implementing public policies for development. Finally, it deduces that, for its viability, efficient institutions and a support and participation system by all stakeholders will be required, since high levels of social capital will provide the conditions for greater integration and cooperation.","[Linares, Yuraima; Espinoza, Natalie] Univ Zulia, LUZ Nucleo Cabimas, Maracaibo 4011, Venezuela; [Colmenares, Loyda] Univ Pontificia Salamanca, Salamanca, Spain; [Colmenares, Loyda] Univ Zaragoza, Dept Psicol & Sociol Adscrito, E-50009 Zaragoza, Spain",Pontifical University of Salamanca; University of Zaragoza,"Linares, Y (通讯作者)，Univ Zulia, LUZ Nucleo Cabimas, Maracaibo 4011, Venezuela.",cesarramosp50@hotmail.com; jesusgarcia044@gmail.com; yurievperez@gmail.com,,,,,,,19,0,1,0,6,"UNIV ZULIA, FAC CIENCIAS ECON & SOCIALES SCI",MARACAIBO,"CIUDAD UNIV DR. ANTONIO BORJAS ROMERO, NUCLEO HUMANISTICO, AV GUAJIRA, SECTOR ZIRUMA, APDO 526, MARACAIBO, 00000, VENEZUELA",1315-9518,,,REV CIENC SOC-VENEZ,Rev. Cienc. Soc.,JAN-MAR,2011,17.0,1,,,,,59,69,,,,,,11,Business; Economics,Social Science Citation Index (SSCI),Business & Economics,826IT,,,,,2024-03-08,WOS:000295348500006,0
